time,caudal,level,noise
51,0.8807458859791842,7.616943761819838,1.0
52,0.866153899984702,8.7781380350155,1.0
53,0.9305838144420434,9.882455112655903,1.0
54,0.9515499761247975,7.866591048195079,1.0
55,0.9465640059558099,9.924117905437123,1.0
56,0.858039123838868,8.694690551638839,0.0
57,0.8845393812074392,8.69165097233267,0.0
58,0.9165631715701782,8.81224999694909,0.0
59,0.948777256356118,8.62998282653253,1.0
60,0.8760412881077355,10.0,1.0
61,0.8907170511668092,8.881992976331885,1.0
62,0.8446832512996986,7.824572366602368,1.0
63,0.8401896687959665,8.666225114027668,0.0
64,0.94062629111971,8.503071342456295,0.0
65,0.9678120014285412,8.512994179967576,0.0
66,0.8963994939209833,8.438068303903544,0.0
67,0.9501766448946012,9.194108207020271,1.0
68,0.9180818012523817,8.431695538948677,1.0
69,0.8677440122697438,8.530559630611988,0.0
70,0.9180697802754207,8.600905070690203,0.0
71,0.9769018283232985,8.623722181496573,0.0
72,0.8982086980445024,8.686502697724022,0.0
73,0.9782321827907003,8.704707565564313,0.0
74,0.8,8.565466830032593,0.0
75,0.9410951252187613,8.696109658492665,0.0
76,0.9043523534119086,8.792704518467769,1.0
77,0.8850496324767066,8.88055909712833,1.0
78,0.9045880388267752,8.730343147371427,1.0
79,0.8006215542699554,9.748837244162932,1.0
80,0.8890164056081244,8.767145350163368,0.0
81,0.9178556285755873,8.720636629547467,0.0
82,0.9738947022370759,8.688973003429838,0.0
83,0.8740864890863177,8.656423546530764,0.0
84,0.8595753198553406,8.894150211905954,1.0
85,0.8749121478207732,8.960214929838568,1.0
86,0.9457701058851037,7.5175394764031145,1.0
87,0.9164375554829842,8.951986125394834,0.0
88,0.8735119898116481,8.922819015199682,0.0
89,0.9256633716556678,8.854917334743241,0.0
90,0.9048538774674021,8.487330810761629,1.0
91,0.9484322495266445,8.831010800976879,1.0
92,0.8648973453061324,8.384656237952816,1.0
93,0.8836168926701116,7.5010348527894575,1.0
94,0.8803945923433921,9.216932804862676,1.0
95,0.8268242525933941,9.201427773603578,1.0
96,0.9148060138532288,9.02385435379321,1.0
97,0.9130527636089945,8.414313292685314,1.0
98,0.900255672832123,8.644792602194572,1.0
99,0.8882706433312426,8.48036620288014,1.0
100,0.8292314628974793,9.374427321361406,1.0
101,0.8789677338617321,9.108886525635876,1.0
102,0.8828642741736615,8.500365282313705,0.0
103,0.8598861365389191,8.74511830998293,0.0
104,0.8919357144166996,8.721329256612496,0.0
105,0.9202025428407269,9.6524749955413,1.0
106,0.9943092950605266,9.602304468680487,1.0
107,0.908728890641592,10.0,1.0
108,0.9128775195361383,7.481093843402835,1.0
109,0.8962777042116916,8.598577297359034,0.0
110,0.8040614392350479,8.80067111719741,0.0
111,0.8986743062275392,8.761336084304347,0.0
112,0.9030115104970513,9.67605101438357,1.0
113,1.0,8.764322684261463,1.0
114,0.8903819517609439,8.871724318147594,0.0
115,0.9150773671166806,8.8539290817441,0.0
116,0.8982644115147379,8.859465806793377,0.0
117,0.8415660981190234,9.062070813770431,0.0
118,0.9571411407257511,8.989608885385561,0.0
119,0.9375966516343387,8.95555667814338,0.0
120,0.9395515973521523,9.01346594185068,0.0
121,0.8545306272602631,9.056778409502368,0.0
122,0.970139715546805,9.1,0.0
123,0.829907446860386,9.076863766888955,0.0
124,0.9293428546900135,8.890124807707116,0.0
125,1.0,9.025442999395802,0.0
126,0.8504731837434656,8.840767178589118,0.0
127,0.8716851135198614,8.840045800747184,0.0
128,0.9049825682543821,8.737107312421248,0.0
129,0.8748262172941901,8.720754637007119,0.0
130,0.8224668284466934,8.741726633480711,0.0
131,0.9034281487403014,8.765859843203625,0.0
132,0.8468848143136948,8.789568431417798,0.0
133,0.9236796215317591,8.93539383419328,0.0
134,0.8540287882883099,8.929071376334852,0.0
135,0.977496720250877,8.866591109563906,0.0
136,0.8608373353831882,8.92576533801828,0.0
137,0.8838969241897162,8.997949011726059,0.0
138,0.9406758608684835,8.819666013953995,0.0
139,0.8384567841783023,8.849318496566013,0.0
140,0.9113729967302064,9.194863864337469,1.0
141,0.9653571377141215,8.041893405596015,1.0
142,0.8196258382719387,8.094186397944474,1.0
143,0.9092316929266152,8.555392933471103,1.0
144,0.9129941397124212,8.438747300576699,1.0
145,0.9390911435888655,8.80797635592736,0.0
146,0.8381524644560959,8.781754235945646,0.0
147,0.8339771693457863,9.140318382415966,1.0
148,0.9260970782808449,8.592918922730117,1.0
149,0.9148492336616594,8.607795830959745,1.0
150,0.9125246425172938,8.541655133346598,1.0
151,0.9173224104748489,8.322954959132023,1.0
152,0.8659987639210754,7.346236448648142,1.0
153,0.9116126848580502,9.644150410020531,1.0
154,0.9146536236649341,8.071493538129921,1.0
155,0.8642824290986816,8.633592944298451,1.0
156,0.9932887255572379,7.387541402068763,1.0
157,0.9236916460455894,8.61980564098982,0.0
158,0.8404348251398676,8.855131575840273,0.0
159,0.9328276804316915,8.925564577414548,0.0
160,0.8512659164886339,8.843095115229639,0.0
161,0.9393542301871226,8.568470943715065,0.0
162,0.9579297789503702,8.829663990126164,0.0
163,0.8589658840824145,8.660670533832814,0.0
164,0.9481688064622161,8.494123876310114,1.0
165,0.9206390463468249,8.779137856106985,1.0
166,0.9411030079997246,8.918756785541035,1.0
167,0.9948396491326974,9.015257564230849,0.0
168,0.8877305941998564,9.0073700228099,0.0
169,0.8623131917821255,9.001602771592662,0.0
170,0.8555242785187238,9.022176201004033,0.0
171,0.8592094857517281,9.029554768357075,0.0
172,0.8961449145292948,8.991377448535527,0.0
173,0.9170575987408321,8.945227829097693,0.0
174,0.913834539966501,8.891306404484853,0.0
175,0.9413591624518012,8.781784580946397,0.0
176,0.9006500945938953,8.73742516652983,0.0
177,0.9726767038578659,8.56791212219011,0.0
178,0.8867671583381023,8.583172450906423,0.0
179,1.0,8.517678850010046,0.0
180,0.9312833673882503,8.446912485025285,0.0
181,0.8571421221791858,8.511233615353495,0.0
182,0.8464553750969444,8.68283265842695,0.0
183,0.9241236207621593,8.798606723777898,1.0
184,0.8888268607337074,8.209259438313927,1.0
185,0.9357000247046047,8.107241554131745,1.0
186,0.9236618812286773,8.660123134929524,0.0
187,0.8963585543671564,8.569485624026502,0.0
188,0.8576603140965797,9.165646153884392,1.0
189,0.8242576387657068,8.233500921478699,1.0
190,0.877674252396649,9.344176161457204,1.0
191,0.9428199397161736,7.728336949202509,1.0
192,0.9107046872065102,9.486886918191335,1.0
193,0.8377130610644006,8.462997071661155,0.0
194,0.9086590462925591,8.543241755372433,0.0
195,0.9192658689864419,8.417220617843423,0.0
196,0.8558071281899434,8.51340468088977,0.0
197,0.9076862552972764,8.549528590348878,0.0
198,0.9029104359223,8.635162911313047,0.0
199,0.8428514851084689,8.664806890967752,0.0
200,0.9178893680174142,8.810048492573326,0.0
201,0.9280392263184117,8.803365166955293,0.0
202,0.9541525621587639,8.745166835667586,0.0
203,0.9526901026017451,8.753632229097473,0.0
204,0.8311165316021455,8.790347239341832,0.0
205,0.8531087480042439,8.77247467330646,0.0
206,0.925751763360433,8.7646140841016,0.0
207,0.9256892975456105,8.480542871791776,1.0
208,0.9257523843153024,9.49596740876436,1.0
209,1.0,8.851725876722837,1.0
210,0.9285445255346584,8.724665445467748,0.0
211,0.9567782820090299,8.601023861035973,0.0
212,0.9477000881746601,8.556298577866654,0.0
213,0.9325695625652899,8.516455091992933,0.0
214,0.8842365377679827,9.351208631286568,1.0
215,0.9379484610246633,8.35980620642041,1.0
216,0.8613587392731215,9.38486116786108,1.0
217,0.8881590696629996,8.209068050597786,1.0
218,0.8757318226085449,8.71073649936814,0.0
219,0.9040937069693161,8.625463864865468,0.0
220,1.0,8.864886004669714,0.0
221,0.8066367403704126,8.70381263586986,0.0
222,0.9343130095187258,8.737463480670463,0.0
223,0.8193642064405174,9.490540126078605,1.0
224,0.8764034067105283,8.19313005730958,1.0
225,0.9544475298483683,9.651437256743524,1.0
226,0.9032140009547731,9.363402041333334,1.0
227,0.8461127611035347,7.982223003796271,1.0
228,0.8642348145370016,8.710044225007707,0.0
229,0.9339798874467338,8.80782128043033,0.0
230,0.8634816684141432,9.003657491344814,0.0
231,0.9108229294790988,8.352732267698455,1.0
232,0.9022785919951907,8.126118902334744,1.0
233,0.8674199826197092,9.497030189711216,1.0
234,1.0,8.875172637288378,1.0
235,0.9316959511159005,8.123952466918816,1.0
236,0.8,8.963141596478215,0.0
237,0.9093227157384715,9.079215630164063,0.0
238,0.8669106767615806,8.944704747636608,0.0
239,0.9426216667398112,8.956924272701796,0.0
240,0.860373963078365,9.064416476782126,0.0
241,0.8942631779266551,9.318258796045107,1.0
242,0.9252493639490229,8.250660484959946,1.0
243,0.9432877597085061,9.427509388411824,1.0
244,0.8399851796472112,8.288377722929853,1.0
245,0.8832749382079526,8.607478244965119,0.0
246,0.8762527344419522,8.91149155224325,1.0
247,0.8673335383713144,8.242357677509284,1.0
248,0.9882727120140549,9.496241549350605,1.0
249,0.9202490855480479,9.280364564966833,1.0
250,0.8369558022832477,9.334532127117749,1.0
251,0.9458930973527389,8.524437111278338,0.0
252,1.0,8.652902585183563,0.0
253,0.9516232630275574,8.46811083019246,0.0
254,0.8240315017022993,8.544297471308955,0.0
255,0.8757882963566874,10.0,1.0
256,0.9633455574593311,8.773547524657554,1.0
257,0.864616526719061,8.769316826252432,0.0
258,0.9221909714073114,8.799574459079281,0.0
259,0.9387317026714669,7.558439686312298,1.0
260,0.8536534764210959,7.45895420163029,1.0
261,0.89702373219691,8.75570600962396,0.0
262,0.8,8.74216534684041,0.0
263,0.8487806179332855,8.782485938510293,0.0
264,0.887371592430342,8.672658550743332,0.0
265,0.8376108409017575,8.68882400708845,0.0
266,0.9816205651965818,8.55784981249992,0.0
267,0.8284929311019684,8.568006536975263,0.0
268,0.8779977756651508,8.501814243000247,0.0
269,0.9065370288643045,8.468552103027651,0.0
270,0.9720636644533058,8.645657366388496,0.0
271,0.8282068924410281,8.758477594414327,0.0
272,0.958158187607748,8.813511706382954,0.0
273,0.9005116530509794,8.681629253944203,0.0
274,0.8509245674476025,8.648755014930643,0.0
275,0.9231051737131636,8.782624299313749,0.0
276,0.9099529847786735,8.781266429292858,0.0
277,0.8699891561420603,8.993945013046662,0.0
278,0.9034901042495009,8.974836804801717,0.0
279,0.880734320156912,8.937147787506067,0.0
280,0.9056758672625624,8.85937417031086,0.0
281,0.9331065337260523,8.844164080099521,0.0
282,0.9793008408072676,8.80801436452229,0.0
283,0.8381092250586576,8.851033281792557,0.0
284,1.0,8.926496857113502,0.0
285,0.8023956100238749,8.87136490334312,1.0
286,0.8924107452482208,8.786226566709152,1.0
287,0.9294158603242288,8.371889781505583,1.0
288,0.9140495933867516,8.943878204637073,1.0
289,0.8688650240089704,8.749272324603204,1.0
290,0.8895938874821363,8.30939622989078,0.0
291,0.8753499532670583,8.423909839692426,0.0
292,0.8705317621527894,8.002084457834208,1.0
293,0.9424801048510513,8.896587223933082,1.0
294,0.9178507742982523,8.80485473015588,0.0
295,0.8653545202369674,8.788602172003158,0.0
296,0.9449799937716625,8.765490771660579,0.0
297,0.9153649760438305,8.845836763231622,0.0
298,0.940643105941948,9.80743488544714,1.0
299,0.9314814420961807,9.011296062599508,1.0
300,0.8585502494538964,8.614620396825673,1.0
301,0.8719909479901515,8.7188914228629,0.0
302,0.9373646802561632,8.826170053476273,1.0
303,0.9305185132716732,8.810557160587255,1.0
304,0.8989549203017926,8.570625704399362,1.0
305,0.9058663691654392,8.533637362078188,1.0
306,0.9638832447894212,8.034973319046154,1.0
307,0.8704214305582085,8.6618254665777,0.0
308,0.927354869058502,8.67128396050359,0.0
309,0.8898903673783053,8.784605761723862,0.0
310,0.889115939838639,8.814066026650949,0.0
311,0.9549388425993596,8.79424400970618,0.0
312,0.9412708174494016,8.861298919429913,0.0
313,0.9406754818000319,8.71695994702179,1.0
314,0.9652739403577165,8.77828405079199,1.0
315,0.901050192081638,8.925148581649692,0.0
316,0.9340976485647482,8.752345006941212,0.0
317,0.8844866621703272,8.633813305462466,0.0
318,0.9162083176244221,8.61814900569695,0.0
319,0.8934928472816158,8.572917269069793,0.0
320,0.904849798249636,8.580121664782254,0.0
321,0.9297578512718457,8.612738109442699,0.0
322,0.8590889658383264,8.742593574998004,1.0
323,1.0,9.392240967039987,1.0
324,0.8496991309250149,8.732584117357542,0.0
325,0.8392905693606134,8.99549081532142,1.0
326,0.9579055436750035,8.605854442587908,1.0
327,0.9395831346981468,8.92762331174345,1.0
328,0.9312059908526078,8.507546978991192,0.0
329,0.9314172754632141,8.428209836455164,0.0
330,0.8993876613576542,8.542499508299516,0.0
331,0.8551372814257084,8.722588418016553,0.0
332,0.9037902279096863,8.840325942373942,0.0
333,0.8661419144243945,8.787530658248572,0.0
334,0.9487559866708876,8.923972738950942,0.0
335,0.8926471309248931,8.893309649973455,0.0
336,0.8587251401603745,8.816811636882997,0.0
337,0.8839307079173504,8.73050211394404,0.0
338,0.9206465727137813,8.696219379777796,0.0
339,0.8718137723598013,8.655339199204095,0.0
340,0.8588889802216785,8.370521473363851,1.0
341,0.9121843605745956,8.008371905613808,1.0
342,0.9122483285554361,8.70075930515956,0.0
343,0.8746528412314435,8.741766545225428,0.0
344,0.8764480847190839,8.850122672130885,0.0
345,0.9116024968678819,9.142824855059397,1.0
346,0.8275957829251338,9.461265413323183,1.0
347,0.8296268112811722,7.62383172922815,1.0
348,0.8640777889373782,8.59093035033346,0.0
349,0.8893276424144076,8.474989174666668,0.0
350,0.9155453782799002,8.499069337372056,0.0
351,0.9737678108474777,8.429620948376456,0.0
352,0.9428829811601009,8.148928306453536,1.0
353,0.8920030735018286,8.61918923183695,1.0
354,0.8990491896048656,9.635760951886514,1.0
355,0.8498735317681095,9.233812776639757,1.0
356,0.8990743432003805,7.147408820831338,1.0
357,0.8855670680539931,8.328620536843632,0.0
358,0.9161359280169045,8.443690422816852,0.0
359,0.8586384528223838,7.468535941451912,1.0
360,0.9259673257120586,7.759891376661431,1.0
361,0.9766369456501289,8.494350906348325,0.0
362,0.8945619925771572,8.592866074296484,0.0
363,0.9200855861049471,8.628259454889097,0.0
364,0.9345071995855556,8.548751389781676,0.0
365,0.8799389764057082,8.696652159632361,0.0
366,0.9112046240905208,8.682589232812244,0.0
367,0.9006296200390898,8.25120835884562,1.0
368,0.9048838049274416,8.523420742888783,1.0
369,0.8613495108072267,7.356130507796863,1.0
370,0.9012255087129472,8.505173868255522,0.0
371,0.9248999145622725,8.529334480068304,0.0
372,0.9725571803897521,8.741894150107852,0.0
373,0.9479635413042604,8.601121559923572,0.0
374,1.0,8.469541108151182,0.0
375,0.8616326218555975,8.658913181455866,0.0
376,0.9436160318360339,8.65055978063311,0.0
377,0.9091671002869176,8.594457260669188,0.0
378,1.0,8.729556277274959,0.0
379,0.8595850857322425,8.659041976419505,0.0
380,0.8580139078909612,8.845635943279394,0.0
381,0.870030367727799,8.88130437853022,0.0
382,0.8,8.749188808794583,1.0
383,0.873712248915962,8.615394060684988,1.0
384,0.8620433669223151,8.788671225305384,1.0
385,0.9075196893238104,8.204056373763915,1.0
386,0.917087798788858,9.993949690559074,1.0
387,0.9938085419607944,8.995434565839819,0.0
388,0.9475211919093025,9.097250891535472,0.0
389,0.8711548172168798,9.222055001044302,1.0
390,0.8550792664325821,9.100925145673695,1.0
391,0.9245959585753253,8.910970932521431,1.0
392,0.8339883396489679,8.612091829745516,1.0
393,0.9915729382927178,9.360046231416213,1.0
394,0.9589720060360644,8.936699406949888,0.0
395,0.8765412173947648,8.850481492168177,0.0
396,0.8143432735454561,8.520961444049366,1.0
397,0.9676936187082706,9.047627983438177,1.0
398,0.8942730077373692,8.180015044756036,1.0
399,0.9618908155986731,8.732866725417772,0.0
400,0.8202786170602817,8.652631814143106,0.0
401,0.8700312488523114,8.554417477931521,0.0
402,0.9002621849859092,8.637225476096535,0.0
403,0.9023490296882372,8.768585699312352,0.0
404,0.8774967264260378,8.824513563158993,0.0
405,0.9311424966173749,8.902329868769513,0.0
406,0.8466189785308703,8.78084628401175,0.0
407,0.8928810257489354,8.621784063110109,0.0
408,0.906014781585595,8.788162093842196,0.0
409,0.9257219417029374,8.740833885359836,0.0
410,0.9355807439044445,8.711141881032807,0.0
411,0.8437678954081066,8.596584179871085,1.0
412,0.8232942914632189,8.405271080176488,1.0
413,0.9638838410949255,9.462792319445779,1.0
414,0.9166157005989796,9.060121259638024,0.0
415,0.8625756731721723,8.033250585014814,1.0
416,0.9775575987761261,7.907101962489224,1.0
417,0.905783731714643,9.17579120832206,1.0
418,0.9589648592031913,9.154004719685176,1.0
419,0.9033759240705055,9.471315606444293,1.0
420,1.0,9.020781572226413,0.0
421,0.9877670421221603,9.019231569898311,0.0
422,0.8875517925760463,9.061391168907235,0.0
423,0.9485785475477178,8.957475516926271,0.0
424,0.9322687974792574,8.825286326555041,0.0
425,0.9684315778766175,8.70259129962959,0.0
426,0.8517538269709948,8.526197158852892,1.0
427,0.934302572999922,10.0,1.0
428,0.9529212243424794,8.103920492609074,1.0
429,0.8120630256788443,8.227609386563072,1.0
430,0.8408370743667113,8.27572366290486,1.0
431,0.8,8.640591739598516,0.0
432,0.8865296582777722,8.73270007876052,0.0
433,0.9358771127897981,8.815795123123369,0.0
434,0.9751178526048014,8.741840139902282,0.0
435,0.9037047390209888,8.717130414445283,0.0
436,0.9814307772785646,8.750105404332912,0.0
437,0.8309949270892555,8.7083147035569,0.0
438,0.8148308780322423,8.858869408250744,0.0
439,0.8972226150551691,9.498255073638328,1.0
440,0.9192032724469654,9.09988116520278,1.0
441,0.8983652625952954,8.939036919098774,0.0
442,0.8,8.998576921027551,0.0
443,0.8955439980243606,8.956518092494848,0.0
444,0.8347765249747574,8.769008931697769,0.0
445,0.9334836274415019,8.79852430327763,0.0
446,0.9183299123048424,8.715516744473405,0.0
447,0.8530060106836322,8.654852328472112,0.0
448,0.8743066541331653,8.719948930066515,0.0
449,0.8470393239055525,8.83449138358713,0.0
450,0.8968660451363414,8.809406869056943,0.0
451,0.947757116025062,8.823184508107955,0.0
452,0.8507136976832228,8.807075627632011,1.0
453,0.9252023257758922,8.967206772223275,1.0
454,0.873487119081378,9.1,0.0
455,0.8603563583868828,9.072586600401841,0.0
456,0.8946484820022721,8.82145785260612,0.0
457,0.8482378838790313,8.86732423258325,0.0
458,0.872317534732641,8.86920697802814,0.0
459,0.8401061053705576,8.958351468367841,0.0
460,0.9982362566458195,8.98382293548585,0.0
461,0.9017631775985865,9.249610301195156,1.0
462,0.8650137246003707,8.797657542753406,1.0
463,0.9106989955367111,8.257827839508641,1.0
464,0.8943835975154586,7.93837261695354,1.0
465,0.8889515200233389,8.582587900886388,0.0
466,0.9307083350021713,8.667998994651388,0.0
467,0.9378753855023653,8.845177184706486,0.0
468,0.8734749426194737,8.852956395009436,0.0
469,0.871209087967766,8.699897718600807,0.0
470,0.8862474151424178,8.743003183216901,0.0
471,0.8,8.844065695238085,0.0
472,0.8242404468900724,8.746698310447536,0.0
473,0.9683437133722262,8.730791303027958,0.0
474,0.9822483856750642,8.734326700462793,0.0
475,0.8875481980221811,8.64772634886423,0.0
476,0.9288278481527883,8.72589190729105,0.0
477,0.9155625077271768,8.71017496174478,0.0
478,1.0,8.760093213786526,0.0
479,0.9559787455717289,8.664923227806185,0.0
480,0.8936041204259617,10.0,1.0
481,0.8522229779699787,8.427115962898467,1.0
482,0.8196776839871214,8.490858170179717,1.0
483,0.9101731817933612,9.476622807634072,1.0
484,0.8621824627357848,9.039746987239441,1.0
485,0.8288873145201163,8.77222853080107,0.0
486,0.8676713557878737,8.847809043406953,0.0
487,0.8459225998192803,8.671002921414185,0.0
488,0.9843570817536282,8.509157164108634,0.0
489,0.9440819878474725,8.399168298614644,0.0
490,0.8996013679341691,8.58555318602785,0.0
491,0.9739972069445013,8.560656454927486,0.0
492,0.9038684153823809,8.844731934047052,0.0
493,0.8569357899335869,8.755054366365263,0.0
494,0.9761562038634829,8.770114243798261,0.0
495,0.926945502184233,8.912996940513821,0.0
496,0.8481376922836772,9.065820610455335,0.0
497,0.8904830660958196,9.1,0.0
498,0.8562190873307621,8.423058830456117,1.0
499,0.8308600134517832,9.767175162974649,1.0
500,0.9463088773765821,8.683864300458954,1.0
501,0.9954708320235065,9.094490056945236,0.0
502,0.830071621309043,8.953480636054241,0.0
503,0.9281484618345286,8.823779466684615,0.0
504,0.8674678715439087,8.795432914760987,0.0
505,0.8756437308117652,8.579940145003674,1.0
506,0.8703803037880565,10.0,1.0
507,0.8568004615160092,8.744044634157511,1.0
508,0.9024260813972413,8.84625473423047,0.0
509,0.8584524941794481,8.821689725431506,0.0
510,0.913522841288992,8.94645707257963,0.0
511,0.8974880945275432,8.782745556103107,0.0
512,0.8880525976566795,8.745635758720182,0.0
513,0.8546218168979202,8.660288556605655,0.0
514,0.8711614334715834,8.478693326924377,0.0
515,0.9377695612912879,8.593969694363269,1.0
516,0.9250458593812191,8.46012042171544,1.0
517,0.8511222377600725,8.279987883510472,1.0
518,0.9049666152714613,9.218731607718826,1.0
519,0.9375693561685895,8.666624669230224,0.0
520,0.8165297359439314,8.85036196561199,0.0
521,0.9271680096189968,8.945109743004027,0.0
522,0.8668688120527077,9.209679307395124,1.0
523,0.928529933429658,8.873021926719748,1.0
524,0.8618370421728742,8.776215142967422,1.0
525,0.809755894966774,9.511830241064134,1.0
526,0.8186228781058419,8.79256251463522,0.0
527,0.9024042473330691,8.962749067034943,0.0
528,0.9129861250860741,9.065822218963781,0.0
529,0.8547841687447796,8.939251249866876,0.0
530,0.9319296229388687,8.60891645447431,1.0
531,0.816923996886552,8.291464030505928,1.0
532,0.8966960100676342,7.9646007297266275,1.0
533,0.8394491900118772,9.030494251161963,1.0
534,0.867408194609892,8.626404379742041,0.0
535,0.9023699335658207,8.59475684696339,0.0
536,0.8569793317358024,8.452033104017612,0.0
537,0.8807722227885088,8.551063716149912,0.0
538,0.950314640460722,8.53261235299981,0.0
539,0.8711554065238426,8.446213739481202,0.0
540,0.9417846056032572,8.3,0.0
541,0.8435146572671192,8.371599975221649,0.0
542,0.9264902088957642,8.61715416073387,0.0
543,0.972078431032895,8.807057093145172,0.0
544,0.8,8.72993604885751,0.0
545,0.8601552372264761,8.659743156772477,0.0
546,0.928853606359027,8.717557311661386,0.0
547,0.8898477306978504,8.613192078480065,0.0
548,0.9185572936685654,8.662588582132855,0.0
549,0.869800740664209,8.743658967611175,0.0
550,0.904329489373645,8.858053445414734,0.0
551,0.892216138230396,8.815648962506831,0.0
552,0.9583891030829904,8.777990705296066,0.0
553,0.9127210421650607,8.488344432875923,1.0
554,0.9168801331037602,8.520935159946733,1.0
555,0.8794061516938767,9.069033531428268,1.0
556,0.8756196887963753,8.650336288010916,0.0
557,0.878372090609019,8.74946470209296,0.0
558,0.9197226071189148,8.661226127318224,0.0
559,0.8789507759589869,8.816144836346432,0.0
560,0.9144887428448206,8.767252383257372,0.0
561,1.0,8.761665177171054,0.0
562,0.9435562351715846,8.678966597339219,0.0
563,0.883698823391608,8.439119134183242,0.0
564,0.9600606961081972,8.585705916593518,0.0
565,0.8795962313489224,8.68020874611895,0.0
566,0.8,8.646034241183338,0.0
567,0.8495956844541298,8.65848603311457,0.0
568,0.8064604039487072,8.709028788656937,0.0
569,0.8824243257979346,8.549210877816689,0.0
570,0.9009209189594776,8.526555526414668,0.0
571,0.9838218656137642,8.649053075655294,0.0
572,0.9163463686882082,8.53544815507613,0.0
573,0.8890449735595568,8.988864071496526,1.0
574,0.9414702790591745,8.362593491556154,1.0
575,0.8,8.565270117563669,0.0
576,0.9117807279054283,8.58983001861173,0.0
577,0.9385432596943484,8.454205159268268,0.0
578,0.8260706877110079,8.61244513163143,0.0
579,0.9571877021603464,8.562215717841374,0.0
580,0.9169248203747208,8.510439812609132,0.0
581,0.87923560430496,8.566332330240897,0.0
582,0.9316390933053142,8.711093508466119,0.0
583,1.0,8.617292624875056,0.0
584,0.9090933127529248,8.640911416160133,0.0
585,0.9124110293150168,8.696851885892666,0.0
586,0.8770319550229878,8.764495264942747,0.0
587,0.8575077815267604,8.764991145634596,0.0
588,0.9415167908272123,8.719441811682065,0.0
589,0.8571958087045567,8.374822167278186,1.0
590,0.9035783118609696,9.712040209682534,1.0
591,0.8761171276617442,7.903693251291664,1.0
592,0.9239489912873197,8.48073982871027,1.0
593,0.9166831052643475,8.946250362816217,1.0
594,0.951876997212895,8.57584061658367,0.0
595,0.8744991800572627,8.361829167718478,0.0
596,0.8865062532353315,6.885401765462073,1.0
597,0.8510618142108847,9.066132847190655,1.0
598,0.8777853369961944,8.71051553566556,0.0
599,0.9188650246522426,8.712378301765213,0.0
600,0.9378494308322676,8.640887290372484,0.0
601,0.8538917337911187,8.629809361566615,0.0
602,0.943480296005283,8.606412570038549,1.0
603,0.9677818929402475,9.040581903386968,1.0
604,0.9206717451611851,8.952154004414526,1.0
605,0.9938397906279033,8.605694117923209,0.0
606,0.8613105400448213,8.525353487517178,0.0
607,0.8377672648344292,8.566326548096665,0.0
608,0.811063987554786,8.746635483079768,0.0
609,0.9748022155744592,8.777096535332863,0.0
610,0.9327182828177029,8.739713706335431,0.0
611,0.8972207664544772,8.702311914822237,0.0
612,0.913998431315991,8.546930294119722,0.0
613,0.8437255476350812,8.660227767774002,0.0
614,1.0,8.67039849451792,0.0
615,0.9064610590987614,8.658916910165148,0.0
616,0.9054697397302447,8.98699125888963,0.0
